City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,Kaitangata,-46.2817,169.8464,48.78,98,100,1.52,NZ,2021-08-01 02:23:45
258,Astoria,46.1879,-123.8313,72.09,85,75,1.99,US,2021-08-01 02:21:37
259,Kununurra,-15.7667,128.7333,91.38,29,25,8.05,AU,2021-08-01 02:23:45
260,Esperance,-33.8667,121.9,52.92,79,100,21.16,AU,2021-08-01 02:23:46
261,Privolzhye,52.8649,48.6044,70.86,71,14,3.87,RU,2021-08-01 02:23:46
262,Bethanien,-26.502,17.1583,52.61,29,0,7.16,NA,2021-08-01 02:23:46
263,Montbeliard,47.5167,6.8,61.16,97,100,4.83,FR,2021-08-01 02:19:27
264,Brodnica,53.2597,19.3965,61.18,73,42,7.36,PL,2021-08-01 02:23:47
265,Zonguldak,41.25,31.8333,61.12,61,0,4.27,TR,2021-08-01 02:23:47
266,Hof,50.3167,11.9167,58.39,79,100,1.01,DE,2021-08-01 02:23:47
267,Shingu,33.7333,135.9833,85.91,64,6,4.9,JP,2021-08-01 02:23:48
268,Morogoro,-6.8167,37.6667,66.38,76,52,4.14,TZ,2021-08-01 02:23:48
269,Le Port,-20.9373,55.2919,66.16,72,4,4.29,RE,2021-08-01 02:23:48
270,Butaritari,3.0707,172.7902,82.06,74,11,8.97,KI,2021-08-01 02:23:49
271,Russell,32.3502,-85.1999,74.91,88,1,0.0,US,2021-08-01 02:23:49
272,Albi,43.9298,2.148,60.12,88,96,4.0,FR,2021-08-01 02:23:49
273,Pampa,35.5362,-100.9599,87.84,45,75,5.75,US,2021-08-01 02:20:10
274,Tiarei,-17.5333,-149.3333,82.42,64,100,12.24,PF,2021-08-01 02:23:50
275,Saint-Pierre,-21.3393,55.4781,65.84,68,0,6.91,RE,2021-08-01 02:23:50
276,Dingle,10.9995,122.6711,88.07,65,53,14.27,PH,2021-08-01 02:23:50
277,Alyangula,-13.8483,136.4192,81.07,71,4,11.86,AU,2021-08-01 02:23:51
278,Calama,-22.4667,-68.9333,46.89,34,5,8.05,CL,2021-08-01 02:23:51
279,Port Hedland,-20.3167,118.5667,73.45,31,2,14.97,AU,2021-08-01 02:23:51
280,Bahia Blanca,-38.7196,-62.2724,43.57,74,0,4.88,AR,2021-08-01 02:23:52
281,Maniitsoq,65.4167,-52.9,50.16,75,98,8.66,GL,2021-08-01 02:23:52
282,Hofn,64.2539,-15.2082,51.53,90,22,6.11,IS,2021-08-01 02:23:52
283,Yulara,-25.2406,130.9889,66.04,39,0,8.05,AU,2021-08-01 02:23:53
284,Grenville,12.1167,-61.6167,80.65,81,2,15.66,GD,2021-08-01 02:23:53
285,East London,-33.0153,27.9116,66.61,24,86,6.26,ZA,2021-08-01 02:23:53
286,Acaponeta,22.4964,-105.3594,81.72,81,100,3.18,MX,2021-08-01 02:23:54
287,Thomaston,32.8882,-84.3266,83.01,95,1,5.75,US,2021-08-01 02:23:54
288,Shintomi,32.0785,131.4723,83.52,74,97,4.63,JP,2021-08-01 02:23:54
289,Hit,33.6416,42.8251,92.88,15,5,8.99,IQ,2021-08-01 02:20:12
290,Bonavista,48.6499,-53.1147,62.11,83,8,21.74,CA,2021-08-01 02:23:55
291,Alta Gracia,-31.6529,-64.4283,47.88,35,0,4.16,AR,2021-08-01 02:23:55
292,Tshikapa,-6.4167,20.8,68.5,32,4,3.22,CD,2021-08-01 02:23:55
293,Muzhi,65.3667,64.6667,51.24,87,100,2.48,RU,2021-08-01 02:21:18
294,Tchollire,8.4022,14.1698,69.06,94,100,2.28,CM,2021-08-01 02:23:56
